month,day_type,hour,daylight_savings_status,non_shiftable_load,solar_generation
9,4,0,True,-2830.0,2811.0
9,4,1,True,-2556.0,3091.0
9,4,2,True,-2931.0,3126.0
9,4,3,True,-2485.0,2920.0
9,4,4,True,-2873.0,3071.0
9,4,5,True,-2626.0,2713.0
9,4,6,True,-3011.0,2673.0
9,4,7,True,-2547.0,2705.0
9,4,8,True,-2730.0,2908.0
9,4,9,True,-2942.0,2918.0
9,4,10,True,-2685.0,3028.0
9,4,11,True,-2822.0,3215.0
9,4,12,True,-2509.0,3092.0
9,4,13,True,-2693.0,2939.0
9,4,14,True,-2735.0,3293.0
9,4,15,True,-2382.0,2922.0
9,4,16,True,-2477.0,3102.0
9,4,17,True,-2542.0,3296.0
9,4,18,True,-2395.0,3167.0
9,4,19,True,-2262.0,2442.0
9,4,20,True,-2548.0,2847.0
9,4,21,True,-2662.0,3113.0
9,4,22,True,-2573.0,3446.0
9,4,23,True,-2461.0,3331.0
9,5,0,True,-2679.0,2905.0
9,5,1,True,-2522.0,3425.0
9,5,2,True,-2448.0,3032.0
9,5,3,True,-2702.0,3142.0
9,5,4,True,-2708.0,2966.0
9,5,5,True,-2749.0,2931.0
9,5,6,True,-2304.0,3429.0
9,5,7,True,-2886.0,3018.0
9,5,8,True,-2649.0,3161.0
9,5,9,True,-2392.0,3329.0
9,5,10,True,-2610.0,3154.0
9,5,11,True,-2790.0,2473.0
9,5,12,True,-2660.0,2803.0
9,5,13,True,-2611.0,2869.0
9,5,14,True,-2847.0,2867.0
9,5,15,True,-2455.0,3044.0
9,5,16,True,-2598.0,2668.0
9,5,17,True,-2751.0,3296.0
9,5,18,True,-2530.0,2648.0
9,5,19,True,-2388.0,3088.0
9,5,20,True,-2418.0,2834.0
9,5,21,True,-2792.0,2906.0
9,5,22,True,-2819.0,3236.0
9,5,23,True,-2558.0,2915.0
9,6,0,True,-2741.0,3038.0
9,6,1,True,-2395.0,2717.0
9,6,2,True,-2829.0,3123.0
9,6,3,True,-2937.0,2667.0
9,6,4,True,-3056.0,2774.0
9,6,5,True,-2903.0,2941.0
9,6,6,True,-2622.0,2895.0
9,6,7,True,-2671.0,3277.0
9,6,8,True,-2895.0,2934.0
9,6,9,True,-2718.0,2773.0
9,6,10,True,-2624.0,2764.0
9,6,11,True,-2565.0,2937.0
9,6,12,True,-2985.0,3152.0
9,6,13,True,-2556.0,2637.0
9,6,14,True,-2351.0,2940.0
9,6,15,True,-3051.0,2864.0
9,6,16,True,-2748.0,3109.0
9,6,17,True,-2773.0,2933.0
9,6,18,True,-2716.0,2947.0
9,6,19,True,-2754.0,2973.0
9,6,20,True,-2830.0,2972.0
9,6,21,True,-2500.0,2943.0
9,6,22,True,-2657.0,2982.0
9,6,23,True,-2861.0,3292.0
9,0,0,True,-2975.0,3564.0
9,0,1,True,-3000.0,3352.0
9,0,2,True,-2694.0,2734.0
9,0,3,True,-2351.0,3050.0
9,0,4,True,-2315.0,2816.0
9,0,5,True,-2357.0,3002.0
9,0,6,True,-2754.0,2912.0
9,0,7,True,-2293.0,3028.0
9,0,8,True,-2715.0,2948.0
9,0,9,True,-2562.0,3095.0
9,0,10,True,-2487.0,2958.0
9,0,11,True,-2661.0,3078.0
9,0,12,True,-2953.0,3101.0
9,0,13,True,-2666.0,3133.0
9,0,14,True,-2324.0,3021.0
9,0,15,True,-2897.0,2866.0
9,0,16,True,-2317.0,2809.0
9,0,17,True,-2441.0,2739.0
9,0,18,True,-2603.0,3437.0
9,0,19,True,-2877.0,3019.0
9,0,20,True,-2686.0,3037.0
9,0,21,True,-2859.0,3051.0
9,0,22,True,-2212.0,3122.0
9,0,23,True,-2963.0,3067.0
9,1,0,True,-2522.0,3079.0
9,1,1,True,-2859.0,3730.0
9,1,2,True,-2246.0,3388.0
9,1,3,True,-2413.0,3072.0
9,1,4,True,-2857.0,3073.0
9,1,5,True,-2702.0,3192.0
9,1,6,True,-2286.0,2758.0
9,1,7,True,-2614.0,3219.0
9,1,8,True,-2934.0,2806.0
9,1,9,True,-2680.0,3194.0
9,1,10,True,-2713.0,3203.0
9,1,11,True,-3118.0,2983.0
9,1,12,True,-2456.0,2990.0
9,1,13,True,-2857.0,3179.0
9,1,14,True,-2890.0,3582.0
9,1,15,True,-2661.0,3159.0
9,1,16,True,-2948.0,2793.0
9,1,17,True,-2476.0,2591.0
9,1,18,True,-2697.0,2741.0
9,1,19,True,-2552.0,2842.0
