month,day_type,hour,daylight_savings_status,non_shiftable_load,solar_generation
9,4,0,True,0.2494,0
9,4,1,True,0.1843,0
9,4,2,True,0.1175,0
9,4,3,True,0.1236,0
9,4,4,True,0.2923,0
9,4,5,True,0.2197,0
9,4,6,True,0.5119,0
9,4,7,True,0.3338,0
9,4,8,True,0.2309,0
9,4,9,True,0.2155,0
9,4,10,True,0.2659,0
9,4,11,True,0.2393,0
9,4,12,True,0.20149999999999998,0
9,4,13,True,0.3005,0
9,4,14,True,0.2099,0
9,4,15,True,0.4881,0
9,4,16,True,0.4358,0
9,4,17,True,0.5261,0
9,4,18,True,0.7627999999999999,0
9,4,19,True,0.48860000000000003,0
9,4,20,True,0.3958,0
9,4,21,True,0.3998,0
9,4,22,True,1.2845,0
9,4,23,True,0.3434,0
9,5,0,True,0.2074,0
9,5,1,True,0.2969,0
9,5,2,True,0.212,0
9,5,3,True,0.2069,0
9,5,4,True,0.196,0
9,5,5,True,0.136,0
9,5,6,True,0.26639999999999997,0
9,5,7,True,0.30720000000000003,0
9,5,8,True,0.227,0
9,5,9,True,0.2187,0
9,5,10,True,0.2659,0
9,5,11,True,0.1054,0
9,5,12,True,0.1324,0
9,5,13,True,0.2413,0
9,5,14,True,0.2104,0
9,5,15,True,0.2218,0
9,5,16,True,0.2383,0
9,5,17,True,0.1017,0
9,5,18,True,0.1943,0
9,5,19,True,0.3157,0
9,5,20,True,0.2186,0
9,5,21,True,0.3871,0
9,5,22,True,0.7135,0
9,5,23,True,0.9379,0
9,6,0,True,0.4864,0
9,6,1,True,0.2737,0
9,6,2,True,0.2153,0
9,6,3,True,0.1625,0
9,6,4,True,0.1724,0
9,6,5,True,0.1568,0
9,6,6,True,0.2276,0
9,6,7,True,0.3318,0
9,6,8,True,0.5729,0
9,6,9,True,0.2163,0
9,6,10,True,0.2739,0
9,6,11,True,0.2245,0
9,6,12,True,0.4117,0
9,6,13,True,0.8338,0
9,6,14,True,0.9793,0
9,6,15,True,0.3911,0
9,6,16,True,0.4466,0
9,6,17,True,0.2606,0
9,6,18,True,0.2284,0
9,6,19,True,0.6893,0
9,6,20,True,0.6683,0
9,6,21,True,0.3562,0
9,6,22,True,0.5491,0
9,6,23,True,0.3761,0
9,0,0,True,0.21889999999999998,0
9,0,1,True,0.24330000000000002,0
9,0,2,True,0.2194,0
9,0,3,True,0.2382,0
9,0,4,True,0.2473,0
9,0,5,True,0.1629,0
9,0,6,True,0.2988,0
9,0,7,True,0.2793,0
9,0,8,True,0.2515,0
9,0,9,True,0.2201,0
9,0,10,True,0.2361,0
9,0,11,True,0.2502,0
9,0,12,True,0.1422,0
9,0,13,True,0.1115,0
9,0,14,True,0.3074,0
9,0,15,True,0.2644,0
9,0,16,True,0.3864,0
9,0,17,True,0.8858,0
9,0,18,True,0.2666,0
9,0,19,True,0.211,0
9,0,20,True,0.2775,0
9,0,21,True,0.2318,0
9,0,22,True,1.4088,0
9,0,23,True,1.1018000000000001,0
9,1,0,True,0.2208,0
9,1,1,True,0.21559999999999999,0
9,1,2,True,0.2227,0
9,1,3,True,0.1291,0
9,1,4,True,0.1882,0
9,1,5,True,0.28099999999999997,0
9,1,6,True,0.3976,0
9,1,7,True,0.28049999999999997,0
9,1,8,True,0.24029999999999999,0
9,1,9,True,0.1036,0
9,1,10,True,0.1045,0
9,1,11,True,0.2343,0
9,1,12,True,0.2577,0
9,1,13,True,0.2755,0
9,1,14,True,0.3109,0
9,1,15,True,0.2539,0
9,1,16,True,0.1726,0
9,1,17,True,0.2405,0
9,1,18,True,0.409,0
9,1,19,True,0.3248,0
9,1,20,True,0.3634,0
9,1,21,True,0.5693,0
9,1,22,True,0.4077,0
9,1,23,True,0.2514,0
9,2,0,True,0.2248,0
9,2,1,True,0.1826,0
9,2,2,True,0.1651,0
9,2,3,True,0.1487,0
9,2,4,True,0.1634,0
9,2,5,True,0.24130000000000001,0
9,2,6,True,0.46030000000000004,0
9,2,7,True,0.2656,0
9,2,8,True,0.2797,0
9,2,9,True,0.3757,0
9,2,10,True,0.3182,0
9,2,11,True,0.2809,0
9,2,12,True,0.3214,0
9,2,13,True,0.2209,0
9,2,14,True,0.2964,0
9,2,15,True,0.3229,0
9,2,16,True,0.3269,0
9,2,17,True,0.3744,0
9,2,18,True,0.3228,0
9,2,19,True,0.2122,0
9,2,20,True,0.2439,0
9,2,21,True,0.2693,0
9,2,22,True,0.1498,0
9,2,23,True,0.1581,0
9,3,0,True,0.3131,0
9,3,1,True,0.2057,0
9,3,2,True,0.2052,0
9,3,3,True,0.2935,0
9,3,4,True,0.1298,0
9,3,5,True,0.114,0
9,3,6,True,0.4184,0
9,3,7,True,0.261,0
9,3,8,True,0.2707,0
9,3,9,True,0.34450000000000003,0
9,3,10,True,0.3216,0
9,3,11,True,0.2762,0
9,3,12,True,0.3313,0
9,3,13,True,0.2473,0
9,3,14,True,0.2486,0
9,3,15,True,0.3073,0
9,3,16,True,0.2749,0
9,3,17,True,0.2855,0
9,3,18,True,0.3687,0
9,3,19,True,0.604,0
9,3,20,True,0.8702,0
9,3,21,True,0.6294,0
9,3,22,True,0.3555,0
9,3,23,True,0.24609999999999999,0
