month,day_type,hour,daylight_savings_status,non_shiftable_load,solar_generation
9,4,0,True,2.3159,0
9,4,1,True,2.3125999999999998,0
9,4,2,True,2.405,0
9,4,3,True,2.3718,0
9,4,4,True,2.3479,0
9,4,5,True,2.3462,0
9,4,6,True,2.377,0
9,4,7,True,1.9676,0
9,4,8,True,0.1676,0
9,4,9,True,0.1569,0
9,4,10,True,0.134,0
9,4,11,True,0.1261,0
9,4,12,True,0.1279,0
9,4,13,True,0.1273,0
9,4,14,True,0.1212,0
9,4,15,True,0.1196,0
9,4,16,True,0.123,0
9,4,17,True,0.12840000000000001,0
9,4,18,True,0.13369999999999999,0
9,4,19,True,0.3836,0
9,4,20,True,0.6081,0
9,4,21,True,0.3319,0
9,4,22,True,0.2109,0
9,4,23,True,0.1457,0
9,5,0,True,0.1188,0
9,5,1,True,1.2941,0
9,5,2,True,2.2849,0
9,5,3,True,2.2927,0
9,5,4,True,2.2987,0
9,5,5,True,2.286,0
9,5,6,True,2.295,0
9,5,7,True,2.375,0
9,5,8,True,0.5355,0
9,5,9,True,0.2768,0
9,5,10,True,0.7357,0
9,5,11,True,0.3771,0
9,5,12,True,0.4975,0
9,5,13,True,0.1383,0
9,5,14,True,0.5865,0
9,5,15,True,0.10139999999999999,0
9,5,16,True,0.1072,0
9,5,17,True,0.1063,0
9,5,18,True,0.1064,0
9,5,19,True,0.1023,0
9,5,20,True,0.0994,0
9,5,21,True,0.0985,0
9,5,22,True,0.1024,0
9,5,23,True,0.10339999999999999,0
9,6,0,True,0.10289999999999999,0
9,6,1,True,0.10089999999999999,0
9,6,2,True,0.0954,0
9,6,3,True,0.0948,0
9,6,4,True,0.09899999999999999,0
9,6,5,True,0.10200000000000001,0
9,6,6,True,0.1021,0
9,6,7,True,0.1004,0
9,6,8,True,0.094,0
9,6,9,True,0.0939,0
9,6,10,True,0.0982,0
9,6,11,True,0.1013,0
9,6,12,True,0.1019,0
9,6,13,True,0.1004,0
9,6,14,True,0.0948,0
9,6,15,True,0.2309,0
9,6,16,True,1.5235,0
9,6,17,True,0.6966,0
9,6,18,True,0.209,0
9,6,19,True,0.241,0
9,6,20,True,0.2773,0
9,6,21,True,1.2551,0
9,6,22,True,2.3905,0
9,6,23,True,2.3181,0
9,0,0,True,2.3011,0
9,0,1,True,2.3094,0
9,0,2,True,2.309,0
9,0,3,True,2.3211,0
9,0,4,True,2.3254,0
9,0,5,True,2.2909,0
9,0,6,True,2.4561,0
9,0,7,True,2.1477,0
9,0,8,True,0.1638,0
9,0,9,True,0.1626,0
9,0,10,True,0.1628,0
9,0,11,True,0.1512,0
9,0,12,True,0.1982,0
9,0,13,True,0.1999,0
9,0,14,True,0.1384,0
9,0,15,True,0.1442,0
9,0,16,True,0.1537,0
9,0,17,True,0.1364,0
9,0,18,True,0.7517,0
9,0,19,True,1.2591,0
9,0,20,True,0.9279,0
9,0,21,True,0.33190000000000003,0
9,0,22,True,0.1389,0
9,0,23,True,0.1258,0
9,1,0,True,0.107,0
9,1,1,True,0.0978,0
9,1,2,True,0.0982,0
9,1,3,True,0.1036,0
9,1,4,True,0.1134,0
9,1,5,True,0.1102,0
9,1,6,True,0.2096,0
9,1,7,True,0.39139999999999997,0
9,1,8,True,0.133,0
9,1,9,True,0.5883,0
9,1,10,True,0.10200000000000001,0
9,1,11,True,0.1013,0
9,1,12,True,0.2173,0
9,1,13,True,0.6848,0
9,1,14,True,1.2705,0
9,1,15,True,1.3987,0
9,1,16,True,0.7733,0
9,1,17,True,0.8007,0
9,1,18,True,0.416,0
9,1,19,True,0.2974,0
9,1,20,True,0.2021,0
9,1,21,True,0.2491,0
9,1,22,True,0.1349,0
9,1,23,True,0.1118,0
9,2,0,True,0.45020000000000004,0
9,2,1,True,2.2862,0
9,2,2,True,2.2947,0
9,2,3,True,2.2993,0
9,2,4,True,2.2912,0
9,2,5,True,2.2313,0
9,2,6,True,2.3029,0
9,2,7,True,1.6558,0
9,2,8,True,0.1528,0
9,2,9,True,0.1271,0
9,2,10,True,0.1282,0
9,2,11,True,0.1227,0
9,2,12,True,0.1196,0
9,2,13,True,0.1201,0
9,2,14,True,0.1266,0
9,2,15,True,0.1273,0
9,2,16,True,0.5536,0
9,2,17,True,0.1623,0
9,2,18,True,0.5171,0
9,2,19,True,0.5101,0
9,2,20,True,0.2415,0
9,2,21,True,0.2359,0
9,2,22,True,0.1773,0
9,2,23,True,0.122,0
9,3,0,True,0.1017,0
9,3,1,True,0.10389999999999999,0
9,3,2,True,0.1058,0
9,3,3,True,0.10529999999999999,0
9,3,4,True,0.529,0
9,3,5,True,2.2608,0
9,3,6,True,2.2784,0
9,3,7,True,2.4224,0
9,3,8,True,0.3408,0
9,3,9,True,0.172,0
9,3,10,True,0.1795,0
9,3,11,True,0.5374,0
9,3,12,True,0.475,0
9,3,13,True,0.2123,0
9,3,14,True,0.6932,0
9,3,15,True,0.2719,0
9,3,16,True,0.536,0
9,3,17,True,0.1332,0
9,3,18,True,0.1243,0
9,3,19,True,0.1529,0
9,3,20,True,0.3485,0
9,3,21,True,0.2631,0
9,3,22,True,0.2454,0
9,3,23,True,0.1466,0
9,4,0,True,0.1074,0
9,4,1,True,0.0983,0
9,4,2,True,0.1011,0
9,4,3,True,1.7326,0
9,4,4,True,2.2747,0
9,4,5,True,2.2744999999999997,0
9,4,6,True,2.3556,0
9,4,7,True,1.7111,0
9,4,8,True,0.1266,0
9,4,9,True,0.12840000000000001,0
9,4,10,True,0.12090000000000001,0
9,4,11,True,0.1202,0
9,4,12,True,0.123,0
9,4,13,True,0.1404,0
9,4,14,True,0.1616,0
9,4,15,True,0.13040000000000002,0
9,4,16,True,0.1557,0
9,4,17,True,0.1385,0
9,4,18,True,0.1912,0
9,4,19,True,0.1674,0
9,4,20,True,0.3347,0
9,4,21,True,0.9728,0
9,4,22,True,0.2174,0
9,4,23,True,0.6135,0
9,5,0,True,0.1093,0
9,5,1,True,0.1028,0
9,5,2,True,0.09609999999999999,0
9,5,3,True,0.1707,0
9,5,4,True,2.3001,0
9,5,5,True,2.2929,0
9,5,6,True,2.6195,0
9,5,7,True,2.7312,0
9,5,8,True,0.3435,0
9,5,9,True,0.1356,0
